mod_id,name_cn,local_name_en,notes,tags,nexus_url,title_en,author,category,thumbnail,nexus_requirements,version,last_updated,mod_downloads,category_cn,summary_cn,summary
40002,《无限暖暖》中的暖暖和莫莫,Nikki_and_Momo,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/40002,Nikki_and_Momo,kakayeka,24,https://staticdelivery.nexusmods.com/mods/1303/images/40002/40002-1765099374-1517619252.png,,,2025/12/7,70,新角色,将叠纸游戏公司旗下暖暖系列第五代无限暖暖之中的暖暖与大喵加入游戏,将叠纸游戏公司旗下暖暖系列第五代无限暖暖之中的暖暖与大喵加入游戏
38746,暖暖和大喵,Nikki And Momo,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/38746,Nikki And Momo,cuobanxiaoggou and yeyuzz,24,https://staticdelivery.nexusmods.com/mods/1303/images/38746/38746-1761129645-405655336.png,,,2025/10/22,156,新角色,向游戏添加新npc暖暖和大喵，目前只有中文,向游戏添加新npc暖暖和大喵，目前只有中文
37248,暖暖,,,#人物|#二次元,https://www.nexusmods.com/stardewvalley/mods/37248,nikki NPC,cuobanxiaoggou,5,https://staticdelivery.nexusmods.com/mods/1303/images/37248/37248-1756883934-1946528654.png,,,2025/9/3,435,人物,此模组添加了暖暖系列游戏的主角苏暖暖到游戏里,此模组添加了暖暖系列游戏的主角苏暖暖到游戏里
39963,肉桂狗和朋友们经营的咖啡馆,Cinnamoroll Cafe,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/39963,Cinnamoroll Cafe,otohimexoxo,24,https://staticdelivery.nexusmods.com/mods/1303/images/39963/39963-1765022847-357462658.png,,,2025/12/6,711,新角色,新增了一家由肉桂狗和朋友们经营的咖啡馆。♡。,Adds a new cafe run by Cinnamoroll and friends! ♡
38283,若叶睦,,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/38283,Cucumber Girl - Wakaba Mutsumi - New Farmer NPC,udonDAZE,24,https://staticdelivery.nexusmods.com/mods/1303/images/38283/38283-1759815361-1057277298.jpg,,,2025/11/13,715,新角色,为你的游戏添加来自《MyGo 》,为你的游戏添加来自《MyGo 》
38271,为NPC Kirby添加新头像,New Portraits for NPC Kirby,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/38271,New Portraits for NPC Kirby,silvermoonchan,24,https://staticdelivery.nexusmods.com/mods/1303/images/38271/38271-1759782042-246921978.png,,,2025/10/7,84,新角色,NPC Kirby 卡比的新头像。,New portraits for NPC Kirby
30797,星之卡比,Kirby,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/30797,Kirby,Angelofthewastes33,24,https://staticdelivery.nexusmods.com/mods/1303/images/30797/30797-1736637210-2492341.jpeg,,,2025/2/14,988,新角色,星露谷物语：卡比反击你。,Kirby Comes Right Back At Ya in Stardew Valley
37405,托蒂（Torti）玉米饼NPC,Torti the Tortilla,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/37405,Torti the Tortilla,sugarsbt,24,https://staticdelivery.nexusmods.com/mods/1303/images/37405/37405-1757269639-196097845.png,,,2025/9/8,11.9K,新角色,托蒂（Torti）是位住在星落酒馆（Stardrop Saloon）的超棒的玉米饼NPC。他会在繁忙的日子里帮忙，而且有很多关于玉米饼的俏皮话。,Torti the Tortilla is an awesome tortilla NPC living in the Stardrop Saloon. He helps out during busy days and has lots of tortilla puns to offer!
34053,利威尔·阿克曼 - NPC - 进击的巨人,Levi Ackerman - NPC - Attack on Titan,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/34053,Levi Ackerman - NPC - Attack on Titan,LittlePippi,24,https://staticdelivery.nexusmods.com/mods/1303/images/34053/34053-1747897857-750903002.jpeg,,,2025/10/21,15.5K,新角色,此模组在鹈鹕镇添加了利维，一个拥有自定义对话的NPC。,This mod adds Levi to Pelican Town. An NPC with custom dialogue
31904,鬼灭之刃谷,Demon Slayer Valley,,#新角色|#二次元,https://www.nexusmods.com/stardewvalley/mods/31904,Demon Slayer Valley,Hanazugawa,24,https://staticdelivery.nexusmods.com/mods/1303/images/31904/31904-1760013603-1070264031.jpg,,,2025/10/23,11.6K,新角色,我是这部作品的忠实粉丝，深受其启发。目前包括不死川实弥。,Inspired by the series as a huge fan. Currently includes Sanemi
31713,akaza-鬼灭,,,#人物|#二次元,https://www.nexusmods.com/stardewvalley/mods/31713,Akaza NPC - Demon Slayer,kArmag0re,5,https://staticdelivery.nexusmods.com/mods/1303/images/31713/31713-1740165002-1116009163.png,,,2025/3/19,1.0K,人物,这个模组会在你的《星露谷物语》世界中添加一个可约会的新角色——阿卡扎。,This mod adds Akaza into your Stardew Valley world as a new datable character.
39804,宝可梦饰品,,,#项目|#二次元,https://www.nexusmods.com/stardewvalley/mods/39804,Pokemon Trinkets,Xan,15,https://staticdelivery.nexusmods.com/mods/1303/images/39804/39804-1764486062-1592434209.png,,,2025/11/30,427,项目,这会将宝可梦作为饰品添加到游戏中，玩家可以通过击败怪物和摧毁箱子获得它们。<br />此外，还有一个饰品装置，其功能与铁砧相同。,This adds Pokemon as Trinkets to the game that are obtainable by defeating monsters and destroying crates.<br />There is also a Trinket device that works the same way as the Anvil
14080,全职猎人,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/14080,(AT) Spooncrows - Hunter x Hunter,Spooner,25,https://staticdelivery.nexusmods.com/mods/1303/images/14080/14080-1665410995-33797643.jpeg,,,2024/4/1,1.2K,视觉效果和图形,我的 Spooncrows 系列作品《全职猎人》。,The Hunter x Hunter entry of my Spooncrows series
14121,鬼灭之刃,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/14121,(AT) Spooncrows - Demon Slayer,Spooner,25,https://staticdelivery.nexusmods.com/mods/1303/images/14121/14121-1686253714-295361698.jpeg,,,2023/6/9,3.0K,视觉效果和图形,我的 Spooncrows 系列中的《鬼灭之刃》篇章。,The Demon Slayer entry of my Spooncrows series
14088,间谍×过家家,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/14088,(AT) Spooncrows - Spy x Family,Spooner,25,https://staticdelivery.nexusmods.com/mods/1303/images/14088/14088-1666546707-1684014426.jpeg,,,2022/10/24,1.0K,视觉效果和图形,我的 Spooncrows 系列作品《间谍过家家》。,The Spy x Family entry of my Spooncrows series
14239,灵能百分百,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/14239,(AT) Spooncrows - Mob Psycho 100,Spooner,25,https://staticdelivery.nexusmods.com/mods/1303/images/14239/14239-1681513999-1107508949.jpeg,,,2022/11/4,861,视觉效果和图形,我的 Spooncrows 系列作品中的《灵能百分百》篇。,The Mob Psycho 100 entry of my Spooncrows series
14328,致不灭的你,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/14328,(AT) Spooncrows - To Your Eternity,Spooner,25,https://staticdelivery.nexusmods.com/mods/1303/images/14328/14328-1681513828-1241265342.jpeg,,,2023/4/15,340,视觉效果和图形,我的 Spooncrows 系列作品《致永恒》。,The To Your Eternity entry of my Spooncrows series
14420,JOJO的奇妙冒险,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/14420,(AT) Spooncrows - JJBA Stone Ocean,Spooner,25,https://staticdelivery.nexusmods.com/mods/1303/images/14420/14420-1668040747-1590721363.jpeg,,,2022/11/10,624,视觉效果和图形,我的 Spooncrows 系列作品《JOJO的奇妙冒险：石之海》。,The JJBA: Stone Ocean entry of my Spooncrows series
14081,魔物学园：毕业舞会大作战,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/14081,(AT) Spooncrows - Monster Prom,Spooner,25,https://staticdelivery.nexusmods.com/mods/1303/images/14081/14081-1671234563-2034947031.jpeg,,,2022/12/17,570,视觉效果和图形,我的 Spooncrows 系列作品《怪物舞会》。,The Monster Prom entry of my Spooncrows series
27505,恋与深空、光夜、恋与制作人稻草人,XiangCai's scarecrow-AT,,#各种各样的|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/27505,XiangCai's scarecrow,XiangCai,2,https://staticdelivery.nexusmods.com/mods/1303/images/27505/27505-1725510593-1897379022.png,,,2024/9/5,6.1K,各种各样的,乙游稻草人~,乙游稻草人~
33210,未定、绘旅人、世界之外稻草人,,,#各种各样的|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/33210,XiangCai's scarecrow 1.0,XiangCai,2,https://staticdelivery.nexusmods.com/mods/1303/images/33210/33210-1744565568-1500544745.jpeg,,,2025/4/14,798,各种各样的,乙游稻草人1.0,乙游稻草人1.0
27496,黎深小人立牌家具,,,#家具|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/27496,(CP)Best Wishes For Lishen(Zayne)-Love and Deepspace-Furniture,Macchiato,23,https://staticdelivery.nexusmods.com/mods/1303/images/27496/27496-1725548499-1987276565.png,,,2025/9/4,2.2K,家具,新增家具：黎深人物小立牌<br />-无尘（医生ver.）<br />-秋风为念（生日ver.）<br /><br />Add new Furniture: LiShen(Zayne) Character's decorations<br />-Zayne_doctor<br />-Zayne_birthday,新增家具：黎深人物小立牌<br />-无尘（医生ver.）<br />-秋风为念（生日ver.）<br /><br />Add new Furniture: LiShen(Zayne) Character's decorations<br />-Zayne_doctor<br />-Zayne_birthday
28771,恋与深空稻草人,,,#家具|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/28771,(CP)Sylus,jiaojiao,23,https://staticdelivery.nexusmods.com/mods/1303/images/28771/28771-1732785120-2084558063.jpeg,,,2025/5/3,6.1K,家具,增加了12只恋与深空 秦彻的稻草人，他不会赶走乌鸦，cp模式直接添加到游戏中，安装后到家具目录直接抓就好。,增加了12只恋与深空 秦彻的稻草人，他不会赶走乌鸦，cp模式直接添加到游戏中，安装后到家具目录直接抓就好。
29778,恋与深空猫耳发饰,,,#衣服|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/29778,(FS)Cat ear hairpin,jiaojiao,13,https://staticdelivery.nexusmods.com/mods/1303/images/29778/29778-1732873103-1578406662.jpeg,,,2024/11/29,15.6K,衣服,8对恋与深空猫咪执事同款猫耳发卡,8对恋与深空猫咪执事同款猫耳发卡
28422,深空玩偶,Love and Deepspace Doll,,#家具|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/28422,Love and Deepspace Doll,Peach yogurt,23,https://staticdelivery.nexusmods.com/mods/1303/images/28422/28422-1740833986-438619622.jpeg,,,2025/3/2,7.5K,家具,这些娃娃家具来自一款名为《爱与深空》的手机游戏。,The doll furniture comes from a mobile game called Love and Deep Space.
27717,光夜玩偶,Light and Night Doll,,#家具|#二次元|#乙游,https://www.nexusmods.com/stardewvalley/mods/27717,Light and Night Doll,Peach yogurt,23,https://staticdelivery.nexusmods.com/mods/1303/images/27717/27717-1726146018-1858686330.png,,,2024/9/13,2.1K,家具,,
16615,吉卜力风格家具,,,#家具|#二次元,https://www.nexusmods.com/stardewvalley/mods/16615,(AT)Ghibli Style Furniture,ENDYLAU,23,https://staticdelivery.nexusmods.com/mods/1303/images/16615/16615-1751256155-326106265.png,,,2025/6/30,89.8K,家具,这些家具大多采用吉卜力工作室的标志性风格设计。,Most of these furniture pieces are designed in Studio Ghibli's iconic style
39906,吉卜力卡通家具,,,#家具|#二次元,https://www.nexusmods.com/stardewvalley/mods/39906,CP Ghibli cartoon furniture,Enoki,23,https://staticdelivery.nexusmods.com/mods/1303/images/39906/39906-1764862224-586516163.jpg,,,2025/12/5,249,家具,19件吉卜力风格的卡通家具。,19 pieces of Ghibli-style cartoon furniture
29531,哈利波特家具,,,#家具|#二次元,https://www.nexusmods.com/stardewvalley/mods/29531,Harry Potter Furniture,ICEcavities,23,https://staticdelivery.nexusmods.com/mods/1303/images/29531/29531-1731991062-54366163.jpeg,,,2024/11/19,4.2K,家具,此模组在家具目录中添加了哈利·波特系列的可购买家具。,This mod adds purchasable furniture from Harry Potter in the Furniture Catalogue
39882,罗小黑家具,,,#家具|#二次元,https://www.nexusmods.com/stardewvalley/mods/39882,Luoxiaohei character furniture,Yizhiyanga and miya,23,https://staticdelivery.nexusmods.com/mods/1303/images/39882/39882-1764761507-1531599944.jpg,,,2025/12/3,339,家具,罗小黑角色动态家具，动态效果需要AT替代纹理，家具在cjb菜单搜索对应角色名字获得，<br />感谢小红书@亿只羊啊老师绘制的图片和授权。<br />Luo Xiaohei character dynamic furniture,罗小黑角色动态家具，动态效果需要AT替代纹理，家具在cjb菜单搜索对应角色名字获得，<br />感谢小红书@亿只羊啊老师绘制的图片和授权。<br />Luo Xiaohei character dynamic furniture
39367,罗小黑猫猫,,,#宠物和马|#二次元,https://www.nexusmods.com/stardewvalley/mods/39367,Luo Xiaohei Cat Replacement,DMT,8,https://staticdelivery.nexusmods.com/mods/1303/images/39367/39367-1764686799-806704949.png,,,2025/12/2,476,宠物/马,用于替换原有的猫外观,a mod to replace the cat<br />用于替换原有的猫外观
39788,罗小黑玩偶,,,#家具|#二次元,https://www.nexusmods.com/stardewvalley/mods/39788,CP Luo Xiaohei Furniture,Enoki,23,https://staticdelivery.nexusmods.com/mods/1303/images/39788/39788-1764424569-1352869209.jpg,,,2025/11/29,354,家具,添置了一些家具。,Some furniture was added
39055,比奇堡农场建筑,,,#建筑|#二次元,https://www.nexusmods.com/stardewvalley/mods/39055,AT Bikini Bottom Farm Buildings Beautification,Enoki,17,https://staticdelivery.nexusmods.com/mods/1303/images/39055/39055-1763975384-1521864281.jpg,,,2025/12/4,308,建筑,比基尼海滩的一些美化设施包括农舍、三个棚屋。,Some of the Beach beautifications in Bikini Bottom include Farmhouse，three Shed
39638,比奇堡家具,,,#家具|#二次元,https://www.nexusmods.com/stardewvalley/mods/39638,Bikini Bottom furniture,Enoki,23,https://staticdelivery.nexusmods.com/mods/1303/images/39638/39638-1763975968-913879619.png,,,2025/11/24,247,家具,新增了一些比基尼海滩主题家具。,Some Bikini Bottom furniture was added
26666,chiikawa家具,,,#家具|#二次元,https://www.nexusmods.com/stardewvalley/mods/26666,Chiikawa HD Furniture,SweetyStar,23,https://staticdelivery.nexusmods.com/mods/1303/images/26666/26666-1722681639-174631590.jpeg,,,2024/8/5,2.3K,家具,Chiikawa HD Furniture 吉伊高清家具,Chiikawa HD Furniture 吉伊高清家具
2529,宝可梦,,,#视觉效果和图形|#二次元,https://www.nexusmods.com/stardewvalley/mods/2529,Pokefy (A Pokemon Mod),StravaJD and Coupangg,25,https://staticdelivery.nexusmods.com/mods/1303/images/2529/2529-1642735823-129054308.png,,,2024/4/13,25.8K,视觉效果和图形,用宝可梦替换动物和其他各种事物。,Replaces animals and various other things with Pokemon.
36450,巫师的家具,Wizard's Whimsical Furniture,,#家具,https://www.nexusmods.com/stardewvalley/mods/36450,Wizard's Whimsical Furniture,Potatoes,23,https://staticdelivery.nexusmods.com/mods/1303/images/36450/36450-1764970085-305321655.png,,,2025/12/6,3.7K,家具,用更异想天开、更繁复的版本取代巫师的目录。,Replaces the Wizard's catalogue with a more whimsical and maximalist version
39989,缝纫家具-斯迪仔,,,#家具,https://www.nexusmods.com/stardewvalley/mods/39989,stitch Furniture,nofox,23,https://staticdelivery.nexusmods.com/mods/1303/images/39989/39989-1765084818-1695716830.png,,,2025/12/7,163,家具,邀请 Stitch 来你的星露谷物语世界吧。,invite stitch to your stardewvalley!
40017,极简主义猫咪,,,#家具,https://www.nexusmods.com/stardewvalley/mods/40017,Minimalistic Cats,Acc9000,23,https://staticdelivery.nexusmods.com/mods/1303/images/40017/40017-1765144417-791084425.png,,,2025/12/8,115,家具,简约风格的猫咪墙饰，色彩缤纷。多种组合方式。,Wall art of minimalistic cats in various colours. Plenty of combinations!
39782,艾姆的农场动物（合集）,Em's Farm Animals (collection bundle),,#牲畜和动物|#人气新mod,https://www.nexusmods.com/stardewvalley/mods/39782,Em's Farm Animals (collection bundle),RivalRabbit,7,https://staticdelivery.nexusmods.com/mods/1303/images/39782/39782-1765307742-2043357511.png,,,2025/12/11,10.3K,牲畜和动物,艾姆农场动物的全套组合。,A complete bundle of Em's farm animals
8587,祖祖市中心,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/8587,Downtown Zuzu,Zuzu Development Team,27,https://staticdelivery.nexusmods.com/mods/1303/images/8587/8587-1619353650-1203004739.png,,,2024/11/8,453.1K,扩展,所以你在玩《星露谷物语》。,So you're playing some Stardew Valley
3753,SVE,Stardew Valley Expanded,,#扩展,https://www.nexusmods.com/stardewvalley/mods/3753,Stardew Valley Expanded,FlashShifter,27,https://staticdelivery.nexusmods.com/mods/1303/images/3753/3753-1764750125-1889220242.png,,,2025/7/1,19.0M,扩展,《星露谷物语扩展版》是 ConcernedApe 制作的《星露谷物语》的粉丝自制扩展包。该模组新增了 28 个 NPC。,Stardew Valley Expanded is a fanmade expansion for ConcernedApe's Stardew Valley. This mod adds 28 new NPCs
5787,东斯卡普村/东崖,East Scarp,,#扩展,https://www.nexusmods.com/stardewvalley/mods/5787,East Scarp,LemurKat et all,27,https://staticdelivery.nexusmods.com/mods/1303/images/5787/5787-1762204934-1288413720.png,,,2025/12/18,1.6M,扩展,欢迎来到东斯卡普。,Welcome to East Scarp
11666,斯托夫顿,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/11666,Stoffton,Lizzie,27,https://staticdelivery.nexusmods.com/mods/1303/images/11666/11666-1662648044-1096227066.jpeg,,,2024/6/5,37.6K,扩展,斯托夫顿是一个繁荣的纺织小镇，位于鹈鹕镇北部。如果您安装了福斯托利亚DLC，就可以步行前往斯托夫顿。否则。,Stoffton is a thriving mill town located north of Pelican Town. You can access Stoffton by foot if you have Fostoria installed. Otherwise
7286,里奇赛德村,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/7286,Ridgeside Village,Rafseazz and mamaesh - Assisted by RSV Council,27,https://staticdelivery.nexusmods.com/mods/1303/images/7286/7286-1660896468-977490496.png,,,2024/11/13,3.8M,扩展,Ridgeside Village新增超过50个NPC。,Ridgeside Village adds over 50 new NPCs
11111,阳莓村,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/11111,Sunberry Village,skellady and sophiesalacia,27,https://staticdelivery.nexusmods.com/mods/1303/images/11111/11111-1725120633-590148613.png,,,2025/12/2,206.2K,扩展,阳光村位于鹈鹕镇南部，新增一座城镇，拥有超过15名NPC。,Sunberry Village adds a new town south of Pelican Town with 15+ NPCs
13996,返回矿石镇,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/13996,Return to Mineral Town,Rexstrife20 and the Mineral Town Architects,27,https://staticdelivery.nexusmods.com/mods/1303/images/13996/13996-1737842392-1896709624.png,,,2025/4/13,58.3K,扩展,欢迎来到星露谷物语的世界，这里汇聚了众多启发了其他作品的经典角色。,Welcome to the world and characters that inspired not only Stardew Valley
14635,星露角/星露岬,Cape Stardew,,#扩展,https://www.nexusmods.com/stardewvalley/mods/14635,Cape Stardew,Arony,27,https://staticdelivery.nexusmods.com/mods/1303/images/14635/14635-1690007478-1399277535.png,,,2025/7/14,213.3K,扩展,星露岬：踏入神秘的隐藏海洞。,Cape Stardew: Step into the mysteries of a hidden sea cavern
19730,星露谷峰,Stardew Peaks,,#扩展,https://www.nexusmods.com/stardewvalley/mods/19730,Stardew Peaks,TariVendice,27,https://staticdelivery.nexusmods.com/mods/1303/images/19730/19730-1738275208-1462302204.png,,,2025/1/31,3.8K,扩展,一个宁静的小镇。,A quiet town
5678,矿产工会,,,#地点,https://www.nexusmods.com/stardewvalley/mods/5678,Mineral Mage,Undare,16,https://staticdelivery.nexusmods.com/mods/1303/images/5678/5678-1585384133-1194871214.png,,,2020/4/30,9.7K,地点,神秘的矿物公会前来拜访，助你提升采矿技能，新增内容包括：<br />-9 台全新机器。（附带可购买的配方）<br />-全新区域。<br />-一些新面孔和新商店。,You get a visit from the mysterious Mineral Guild to improve your mining skills with :<br />-9 new machines! (with their recipes to buy)<br />-New area!<br />-Some new faces and shops!<br />-A variety of tips and instructions!.<br />-Works with PFM-Automate!
14858,霍格沃滋,Hogwarts A School of Witchcraft and Wizardry (WIP),,#扩展,https://www.nexusmods.com/stardewvalley/mods/14858,Hogwarts - A School of Witchcraft and Wizardry (WIP),Hogwarts Expansion Team,27,https://staticdelivery.nexusmods.com/mods/1303/images/14858/14858-1735975668-1467622582.png,,,2025/11/30,7.7K,扩展,这个模组是以哈利·波特的魔法世界为背景的扩展包。,This mod is an expansion focused in the magical universe of Harry Potter.
30888,博德村,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/30888,Baldur's Village,BV,27,https://staticdelivery.nexusmods.com/mods/1303/images/30888/30888-1741392125-1337242771.png,,,2025/4/5,120.8K,扩展,《博德之门村庄》是一款粉丝自制的扩展包，它将《博德之门3》的角色添加到《星露谷物语》中。该模组添加了20多个全新且绘制精美的角色。,Baldur's Village is a fan-made expansion that adds Baldur's Gate 3 characters to Stardew Valley. This mod adds 20+ new beautifully drawn characters
23979,法律和秩序SV,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/23979,Law and Order SV,sdvhead,27,https://staticdelivery.nexusmods.com/mods/1303/images/23979/23979-1734932811-252275679.png,,,2025/11/13,86.7K,扩展,在社区中心附近增设警长办公室/监狱。,Adds a sheriff's office / jail near the community center
27440,星露谷饥荒,Don't Starve in Stardew Valley,,#扩展,https://www.nexusmods.com/stardewvalley/mods/27440,Don't Starve in Stardew Valley,Joegosama,27,https://staticdelivery.nexusmods.com/mods/1303/images/27440/27440-1733690975-877861221.png,,,2025/4/15,6.9K,扩展,《星露谷物语：饥荒》是一款基于《饥荒》的大型扩展模组。该模组新增了多种配方。作物及其种子。,Don't Starve in Stardew Valley is a large expansion mod about Don't Starve.This module adds new recipes! crops and their seeds! trees and their products! ingredients! New crab cage harvesting and new crafting machines! New monster drop items! new emails!And so on......
26055,泰拉瑞亚boss,Terraria Bosses,,#扩展,https://www.nexusmods.com/stardewvalley/mods/26055,Terraria Bosses,GlitchedDeveloper,27,https://staticdelivery.nexusmods.com/mods/1303/images/26055/26055-1720853135-124459052.jpeg,,,2024/9/5,1.6K,扩展,加入了来自泰拉瑞亚的 Boss。,Adds bosses from Terraria.
6626,露娜星露谷的迷途者,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/6626,Lunna - Astray in Stardew Valley,Rafseazz,27,https://staticdelivery.nexusmods.com/mods/1303/images/6626/6626-1650350746-1314796341.png,,,2024/4/19,428.9K,扩展,视觉效果全面升级。<br />新增大量内容。从自定义NPC到全新地点，应有尽有。,VISUAL OVERHAUL UPDATE!<br />Adds lots of new content! From custom NPCs to new locations to even more!!<br />Check description below!
9642,矮人扩展,The Last Smoluanu A Dwarf Expansion.,,#人物,https://www.nexusmods.com/stardewvalley/mods/9642,The Last Smoluanu - A Dwarf Expansion.,LemurKat,5,https://staticdelivery.nexusmods.com/mods/1303/images/9642/9642-1678009068-1588642284.png,,,2025/11/7,157.9K,人物,扩展矮人的角色和背景故事。,Expanding on the character and lore of Dwarf
12345,都林之息（矮人城镇）,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/12345,Durin's Rest,NoFogBob and PaulDunstan,27,https://staticdelivery.nexusmods.com/mods/1303/images/12345/12345-1655518639-1286020870.png,,,2022/11/7,20.1K,扩展,新增矮人城镇的扩展包。新增7个NPC。,An expansion that adds in a dwarven town! Adds in 7 NPCs
34617,矿工休憩地采石场扩建,Miner's Retreat A Quarry Expansion,,#扩展,https://www.nexusmods.com/stardewvalley/mods/34617,Miner's Retreat - A Quarry Expansion,Azathii,27,https://staticdelivery.nexusmods.com/mods/1303/images/34617/34617-1749231884-1663122233.png,,,2025/7/31,12.7K,扩展,《矿工的避难所》新增了一个温馨的玩家住宅。,Miner's Retreat adds a cozy new player home
14079,夜城,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/14079,The Night City A big expansion mod,Sarventee,27,https://staticdelivery.nexusmods.com/mods/1303/images/14079/14079-1665401262-846329339.png,,,2024/10/4,20.2K,扩展,The NightTown (夜城）国人大型拓展MOD,The NightTown (夜城）国人大型拓展MOD
20613,The DayBreak黎明,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/20613,The DayBreak,Sansel QinyuKIMIE,27,https://staticdelivery.nexusmods.com/mods/1303/images/20613/20613-1710818804-515595642.jpeg,,,2024/10/4,9.0K,扩展,欢迎来到TDB 这是一处从公交车站台森林左上角可进入的若干个城市地图，拥有被分割的数百个小地图和探索的建筑物，村镇，部落，人物集群等。其中包含着部分主线剧情及其都带有个人线剧情的npc。<br /><br />This is a map of several cities that can be accessed from the upper left,欢迎来到TDB 这是一处从公交车站台森林左上角可进入的若干个城市地图，拥有被分割的数百个小地图和探索的建筑物，村镇，部落，人物集群等。其中包含着部分主线剧情及其都带有个人线剧情的npc。<br /><br />This is a map of several cities that can be accessed from the upper left
20431,墨西哥蝾螈村,Axolotl Village,,#扩展,https://www.nexusmods.com/stardewvalley/mods/20431,Axolotl Village,otohimexoxo,27,https://staticdelivery.nexusmods.com/mods/1303/images/20431/20431-1715823983-2118318588.png,,,2025/12/14,22.3K,扩展,一款扩展模组，新增了一个满是墨西哥钝口螈的岛屿，你可以去邂逅并和它们成为朋友。♡。,An expansion mod that adds a new island full of axolotls to meet and befriend! ♡
19376,北部海湾,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/19376,The Northern Gulf,The commission of The Northern Gulf,27,https://staticdelivery.nexusmods.com/mods/1303/images/19376/19376-1710255119-188258122.png,,,2024/3/12,12.3K,扩展,北部海湾。,The Northern Gulf
12102,冒险者工会扩大,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/12102,Adventurer's Guild Expanded,SUPERT,27,https://staticdelivery.nexusmods.com/mods/1303/images/12102/12102-1653086591-22091967.png,,,2022/6/28,254.8K,扩展,冒险者公会扩展包，包含全新任务。,An expansion for the Adventurer's Guild complete with new quests
34390,莉莉布鲁克,Lilybrook A Stardew Valley Expansion,,#扩展,https://www.nexusmods.com/stardewvalley/mods/34390,Lilybrook - A Stardew Valley Expansion,8BitAlien,27,https://staticdelivery.nexusmods.com/mods/1303/images/34390/34390-1748738262-1085852280.png,,,2025/6/26,45.6K,扩展,莉莉布鲁克新增了一个可通过巴士到达的村庄，并新增了17个NPC。,Lilybrook adds a new village accessible via the bus which adds 17 new NPCs
11478,福斯托里亚,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/11478,Fostoria,Lizzie,27,https://staticdelivery.nexusmods.com/mods/1303/images/11478/11478-1649090441-494018198.jpeg,,,2024/6/3,35.6K,扩展,福斯托里亚曾是鹈鹕镇附近一个繁荣的矿业社区，如今已基本废弃。,Fostoria was once a bustling mining community near Pelican Town. Now largely abandoned
18109,遥远的土地小型女巫沼泽扩展包,,,#扩展,https://www.nexusmods.com/stardewvalley/mods/18109,Distant Lands - A Small Witch Swamp Expansion,Aimon111,27,https://staticdelivery.nexusmods.com/mods/1303/images/18109/18109-1699791363-895397758.png,,,2025/11/28,209.8K,扩展,这是一个适用于《星露谷物语》的小型扩展模组。该模组改变了原版女巫沼泽地图的外观。,A small expansion mod for Stardew Valley. This mod changes the look of vanilla Witch Swamp map
23868,天气奇观马厩,Weather Wonders Stable,,#扩展,https://www.nexusmods.com/stardewvalley/mods/23868,Weather Wonders - Stable,Kanadeyoru,27,https://staticdelivery.nexusmods.com/mods/1303/images/23868/23868-1715376144-329932127.png,,,2025/9/26,193.3K,扩展,自定义天气。,Custom weathers
649,RTGOAT长寿税收,RTGOAT's Longevity,,#扩展,https://www.nexusmods.com/stardewvalley/mods/649,RTGOAT's Longevity,RTGOAT,27,https://staticdelivery.nexusmods.com/mods/1303/images/649-5-1508215709.png,,,2025/8/24,133.1K,扩展,通过动态物品定价机制彻底改革玩家进度系统。,Overhaul player progression with dynamic item pricing
